Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2005","2005","t","16582","A","Official value",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2006","2006","t","16700","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2007","2007","t","18977","A","Official value",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2008","2008","t","9019","A","Official value",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2009","2009","t","12544","A","Official value",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2010","2010","t","8782","A","Official value",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2011","2011","t","0","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2012","2012","t","34","A","Official value",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2013","2013","t","226","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2014","2014","t","52297.16","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2015","2015","t","48042.03","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2016","2016","t","47798","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2017","2017","t","122836.09","A","Official value",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2018","2018","t","136735.7","A","Official value",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2019","2019","t","103809.51","A","Official value",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2020","2020","t","90653.88","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2021","2021","t","74481.35","A","Official value",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2022","2022","t","69648.19","A","Official value",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2023","2023","t","63842.59","A","Official value",""
"TCL","Crops and livestock products","288","Ghana","5910","Export quantity","F0665","Cocoa powder and cake","2024","2024","t","49779.71","X","Value from external organization","Estimated data using trading partners database"
